Institución Educativa;Grado;NIVEL_MCER;Población;Jornada;FECHA;IDIOMA
I. E. JOSEFINA MUÑOZ GONZÁLES;9;SIN INFORMACIÓN;Niños;SIN INFORMACIÓN;2022;Frances
I. E. JOSEFINA MUÑOZ GONZÁLES;SIN INFORMACIÓN;SIN INFORMACIÓN;Niños;SIN INFORMACIÓN;2022;Frances
I. E. JOSEFINA MUÑOZ GONZÁLES;SIN INFORMACIÓN;SIN INFORMACIÓN;Niños;SIN INFORMACIÓN;2022;Frances
I. E. JOSEFINA MUÑOZ GONZÁLES;SIN INFORMACIÓN;SIN INFORMACIÓN;Niños;SIN INFORMACIÓN;2022;Frances
I. E. JOSEFINA MUÑOZ GONZÁLES;SIN INFORMACIÓN;SIN INFORMACIÓN;Niños;SIN INFORMACIÓN;2022;Frances
I. E. JOSEFINA MUÑOZ GONZÁLES;SIN INFORMACIÓN;SIN INFORMACIÓN;Niños;SIN INFORMACIÓN;2022;Frances
I. E. JOSEFINA MUÑOZ GONZÁLES;SIN INFORMACIÓN;SIN INFORMACIÓN;Niños;SIN INFORMACIÓN;2022;Frances
I. E. JOSEFINA MUÑOZ GONZÁLES;SIN INFORMACIÓN;SIN INFORMACIÓN;Niños;SIN INFORMACIÓN;2022;Frances
I. E. JOSEFINA MUÑOZ GONZÁLES;SIN INFORMACIÓN;SIN INFORMACIÓN;Niños;SIN INFORMACIÓN;2022;Frances
I. E. JOSEFINA MUÑOZ GONZÁLES;SIN INFORMACIÓN;SIN INFORMACIÓN;Niños;SIN INFORMACIÓN;2022;Frances
I. E. JOSEFINA MUÑOZ GONZÁLES;SIN INFORMACIÓN;SIN INFORMACIÓN;Niños;SIN INFORMACIÓN;2022;Frances
I. E. JOSEFINA MUÑOZ GONZÁLES;SIN INFORMACIÓN;SIN INFORMACIÓN;Niños;SIN INFORMACIÓN;2022;Frances
I. E. JOSEFINA MUÑOZ GONZÁLES;SIN INFORMACIÓN;SIN INFORMACIÓN;Niños;SIN INFORMACIÓN;2022;Frances
I. E. JOSEFINA MUÑOZ GONZÁLES;SIN INFORMACIÓN;SIN INFORMACIÓN;Niños;SIN INFORMACIÓN;2022;Frances
I. E. JOSEFINA MUÑOZ GONZÁLES;SIN INFORMACIÓN;SIN INFORMACIÓN;Niños;SIN INFORMACIÓN;2022;Frances
I. E. JOSEFINA MUÑOZ GONZÁLES;SIN INFORMACIÓN;SIN INFORMACIÓN;Niños;SIN INFORMACIÓN;2022;Frances
I. E. JOSEFINA MUÑOZ GONZÁLES;SIN INFORMACIÓN;SIN INFORMACIÓN;Niños;SIN INFORMACIÓN;2022;Frances
I. E. JOSEFINA MUÑOZ GONZÁLES;SIN INFORMACIÓN;SIN INFORMACIÓN;Niños;SIN INFORMACIÓN;2022;Frances
I. E. JOSEFINA MUÑOZ GONZÁLES;SIN INFORMACIÓN;SIN INFORMACIÓN;Niños;SIN INFORMACIÓN;2022;Frances
I. E. JOSEFINA MUÑOZ GONZÁLES;SIN INFORMACIÓN;SIN INFORMACIÓN;Niños;SIN INFORMACIÓN;2022;Frances
I. E. JOSEFINA MUÑOZ GONZÁLES;SIN INFORMACIÓN;SIN INFORMACIÓN;Niños;SIN INFORMACIÓN;2022;Frances
I. E. JOSEFINA MUÑOZ GONZÁLES;SIN INFORMACIÓN;SIN INFORMACIÓN;Niños;SIN INFORMACIÓN;2022;Frances
I. E. JOSEFINA MUÑOZ GONZÁLES;SIN INFORMACIÓN;SIN INFORMACIÓN;Niños;SIN INFORMACIÓN;2022;Frances
I. E. JOSEFINA MUÑOZ GONZÁLES;SIN INFORMACIÓN;SIN INFORMACIÓN;Niños;SIN INFORMACIÓN;2022;Frances
I. E. JOSEFINA MUÑOZ GONZÁLES;SIN INFORMACIÓN;SIN INFORMACIÓN;Niños;SIN INFORMACIÓN;2022;Frances
I. E. JOSEFINA MUÑOZ GONZÁLES;SIN INFORMACIÓN;SIN INFORMACIÓN;Niños;SIN INFORMACIÓN;2022;Frances
I. E. JOSEFINA MUÑOZ GONZÁLES;SIN INFORMACIÓN;SIN INFORMACIÓN;Niños;SIN INFORMACIÓN;2022;Frances
I. E. JOSEFINA MUÑOZ GONZÁLES;SIN INFORMACIÓN;SIN INFORMACIÓN;Niños;SIN INFORMACIÓN;2022;Frances
I. E. JOSEFINA MUÑOZ GONZÁLES;SIN INFORMACIÓN;SIN INFORMACIÓN;Niños;SIN INFORMACIÓN;2022;Frances
I. E. JOSEFINA MUÑOZ GONZÁLES;SIN INFORMACIÓN;SIN INFORMACIÓN;Niños;SIN INFORMACIÓN;2022;Frances
I. E. DOMINGO SAVIO;3;SIN INFORMACIÓN;Niños;SIN INFORMACIÓN;2022;Ingles
I. E. DOMINGO SAVIO;3;SIN INFORMACIÓN;Niños;SIN INFORMACIÓN;2022;Ingles
I. E. DOMINGO SAVIO;5;SIN INFORMACIÓN;Niños;SIN INFORMACIÓN;2022;Ingles
I. E. DOMINGO SAVIO;4;SIN INFORMACIÓN;Niños;SIN INFORMACIÓN;2022;Ingles
I. E. DOMINGO SAVIO;4;SIN INFORMACIÓN;Niños;SIN INFORMACIÓN;2022;Ingles
I. E. DOMINGO SAVIO;4;SIN INFORMACIÓN;Niños;SIN INFORMACIÓN;2022;Ingles
I. E. DOMINGO SAVIO;5;SIN INFORMACIÓN;Niños;SIN INFORMACIÓN;2022;Ingles
I. E. DOMINGO SAVIO;5;SIN INFORMACIÓN;Niños;SIN INFORMACIÓN;2022;Ingles
I. E. DOMINGO SAVIO;4;SIN INFORMACIÓN;Niños;SIN INFORMACIÓN;2022;Ingles
I. E. DOMINGO SAVIO;5;SIN INFORMACIÓN;Niños;SIN INFORMACIÓN;2022;Ingles
I. E. DOMINGO SAVIO;SIN INFORMACIÓN;SIN INFORMACIÓN;Niños;SIN INFORMACIÓN;2022;Ingles
I. E. DOMINGO SAVIO;5;SIN INFORMACIÓN;Niños;SIN INFORMACIÓN;2022;Ingles
I. E. DOMINGO SAVIO;4;SIN INFORMACIÓN;Niños;SIN INFORMACIÓN;2022;Ingles
I. E. DOMINGO SAVIO;5;SIN INFORMACIÓN;Niños;SIN INFORMACIÓN;2022;Ingles
I. E. DOMINGO SAVIO;5;SIN INFORMACIÓN;Niños;SIN INFORMACIÓN;2022;Ingles
I. E. DOMINGO SAVIO;5;SIN INFORMACIÓN;Niños;SIN INFORMACIÓN;2022;Ingles
I. E. DOMINGO SAVIO;3;SIN INFORMACIÓN;Niños;SIN INFORMACIÓN;2022;Ingles
I. E. DOMINGO SAVIO;3;SIN INFORMACIÓN;Niños;SIN INFORMACIÓN;2022;Ingles
I. E. DOMINGO SAVIO;5;SIN INFORMACIÓN;Niños;SIN INFORMACIÓN;2022;Ingles
I. E. DOMINGO SAVIO;4;SIN INFORMACIÓN;Niños;SIN INFORMACIÓN;2022;Ingles
I. E. DOMINGO SAVIO;4;SIN INFORMACIÓN;Niños;SIN INFORMACIÓN;2022;Ingles
I. E. DOMINGO SAVIO;3;SIN INFORMACIÓN;Adolescentes;SIN INFORMACIÓN;2022;Ingles
I. E. DOMINGO SAVIO;4;SIN INFORMACIÓN;Adolescentes;SIN INFORMACIÓN;2022;Ingles
I. E. DOMINGO SAVIO;SIN INFORMACIÓN;SIN INFORMACIÓN;Adolescentes;SIN INFORMACIÓN;2022;Ingles
I. E. DOMINGO SAVIO;5;SIN INFORMACIÓN;Adolescentes;SIN INFORMACIÓN;2022;Ingles
I. E. DOMINGO SAVIO;3;SIN INFORMACIÓN;Adolescentes;SIN INFORMACIÓN;2022;Ingles
I. E. DOMINGO SAVIO;3;SIN INFORMACIÓN;Adolescentes;SIN INFORMACIÓN;2022;Ingles
I. E. DOMINGO SAVIO;3;SIN INFORMACIÓN;Adolescentes;SIN INFORMACIÓN;2022;Ingles
I. E. DOMINGO SAVIO;3;SIN INFORMACIÓN;Adolescentes;SIN INFORMACIÓN;2022;Ingles
I. E. DOMINGO SAVIO;3;SIN INFORMACIÓN;Adolescentes;SIN INFORMACIÓN;2022;Ingles
I. E. DOMINGO SAVIO;5;SIN INFORMACIÓN;Adolescentes;SIN INFORMACIÓN;2022;Ingles
I. E. DOMINGO SAVIO;4;SIN INFORMACIÓN;Adolescentes;SIN INFORMACIÓN;2022;Ingles
I. E. DOMINGO SAVIO;4;SIN INFORMACIÓN;Adolescentes;SIN INFORMACIÓN;2022;Ingles
I. E. DOMINGO SAVIO;3;SIN INFORMACIÓN;Adolescentes;SIN INFORMACIÓN;2022;Ingles
I. E. DOMINGO SAVIO;4;SIN INFORMACIÓN;Adolescentes;SIN INFORMACIÓN;2022;Ingles
I. E. DOMINGO SAVIO;3;SIN INFORMACIÓN;Adolescentes;SIN INFORMACIÓN;2022;Ingles
I. E. DOMINGO SAVIO;4;SIN INFORMACIÓN;Adolescentes;SIN INFORMACIÓN;2022;Ingles
I. E. DOMINGO SAVIO;4;SIN INFORMACIÓN;Adolescentes;SIN INFORMACIÓN;2022;Ingles
I. E. DOMINGO SAVIO;3;SIN INFORMACIÓN;Adolescentes;SIN INFORMACIÓN;2022;Ingles
I. E. DOMINGO SAVIO;3;SIN INFORMACIÓN;Adolescentes;SIN INFORMACIÓN;2022;Ingles
I. E. DOMINGO SAVIO;3;SIN INFORMACIÓN;Adolescentes;SIN INFORMACIÓN;2022;Ingles
I. E. DOMINGO SAVIO;3;SIN INFORMACIÓN;Adolescentes;SIN INFORMACIÓN;2022;Ingles
I. E. DOMINGO SAVIO;4;SIN INFORMACIÓN;Adolescentes;SIN INFORMACIÓN;2022;Ingles
I. E. DOMINGO SAVIO;5;SIN INFORMACIÓN;Adolescentes;SIN INFORMACIÓN;2022;Ingles
I. E. DOMINGO SAVIO;4;SIN INFORMACIÓN;Adolescentes;SIN INFORMACIÓN;2022;Ingles
I. E. DOMINGO SAVIO;5;SIN INFORMACIÓN;Adolescentes;SIN INFORMACIÓN;2022;Ingles
I. E. DOMINGO SAVIO;4;SIN INFORMACIÓN;Adolescentes;SIN INFORMACIÓN;2022;Ingles
I. E. DOMINGO SAVIO;4;SIN INFORMACIÓN;Adolescentes;SIN INFORMACIÓN;2022;Ingles
I. E. DOMINGO SAVIO;3;SIN INFORMACIÓN;Adolescentes;SIN INFORMACIÓN;2022;Ingles
I. E. DOMINGO SAVIO;3;SIN INFORMACIÓN;Adolescentes;SIN INFORMACIÓN;2022;Ingles
I. E. DOMINGO SAVIO;3;SIN INFORMACIÓN;Adolescentes;SIN INFORMACIÓN;2022;Ingles
I. E. DOMINGO SAVIO;4;SIN INFORMACIÓN;Adolescentes;SIN INFORMACIÓN;2022;Ingles
I. E. DOMINGO SAVIO;3;SIN INFORMACIÓN;Adolescentes;SIN INFORMACIÓN;2022;Ingles
I. E. DOMINGO SAVIO;5;SIN INFORMACIÓN;Adolescentes;SIN INFORMACIÓN;2022;Ingles
I. E. DOMINGO SAVIO;5;SIN INFORMACIÓN;Adolescentes;SIN INFORMACIÓN;2022;Ingles
I. E. DOMINGO SAVIO;SIN INFORMACIÓN;SIN INFORMACIÓN;Adolescentes;SIN INFORMACIÓN;2022;Ingles
I. E. DOMINGO SAVIO;SIN INFORMACIÓN;SIN INFORMACIÓN;Adolescentes;SIN INFORMACIÓN;2022;Ingles
I. E. DOMINGO SAVIO;5;SIN INFORMACIÓN;Adolescentes;SIN INFORMACIÓN;2022;Ingles
I. E. DOMINGO SAVIO;5;SIN INFORMACIÓN;Adolescentes;SIN INFORMACIÓN;2022;Ingles
I. E. DOMINGO SAVIO;4;SIN INFORMACIÓN;Adolescentes;SIN INFORMACIÓN;2022;Ingles
I. E. DOMINGO SAVIO;5;SIN INFORMACIÓN;Adolescentes;SIN INFORMACIÓN;2022;Ingles
I. E. DOMINGO SAVIO;4;SIN INFORMACIÓN;Adolescentes;SIN INFORMACIÓN;2022;Ingles
I. E. DOMINGO SAVIO;4;SIN INFORMACIÓN;Adolescentes;SIN INFORMACIÓN;2022;Ingles
I. E. DOMINGO SAVIO;5;SIN INFORMACIÓN;Adolescentes;SIN INFORMACIÓN;2022;Ingles
I. E. DOMINGO SAVIO;4;SIN INFORMACIÓN;Adolescentes;SIN INFORMACIÓN;2022;Ingles
I. E. DOMINGO SAVIO;4;SIN INFORMACIÓN;Adolescentes;SIN INFORMACIÓN;2022;Ingles
I. E. DOMINGO SAVIO;3;SIN INFORMACIÓN;Adolescentes;SIN INFORMACIÓN;2022;Ingles
I. E. DOMINGO SAVIO;3;SIN INFORMACIÓN;Adolescentes;SIN INFORMACIÓN;2022;Ingles
I. E. DOMINGO SAVIO;3;SIN INFORMACIÓN;Adolescentes;SIN INFORMACIÓN;2022;Ingles
I. E. DOMINGO SAVIO;4;SIN INFORMACIÓN;Adolescentes;SIN INFORMACIÓN;2022;Ingles
I. E. DOMINGO SAVIO;4;SIN INFORMACIÓN;Adolescentes;SIN INFORMACIÓN;2022;Ingles
I. E. DOMINGO SAVIO;3;SIN INFORMACIÓN;Adolescentes;SIN INFORMACIÓN;2022;Ingles
I. E. DOMINGO SAVIO;3;SIN INFORMACIÓN;Adolescentes;SIN INFORMACIÓN;2022;Ingles
I. E. DOMINGO SAVIO;3;SIN INFORMACIÓN;Adolescentes;SIN INFORMACIÓN;2022;Ingles
I. E. DOMINGO SAVIO;3;SIN INFORMACIÓN;Adolescentes;SIN INFORMACIÓN;2022;Ingles
I. E. DOMINGO SAVIO;3;SIN INFORMACIÓN;Adolescentes;SIN INFORMACIÓN;2022;Ingles
I. E. DOMINGO SAVIO;4;SIN INFORMACIÓN;Adolescentes;SIN INFORMACIÓN;2022;Ingles
I. E. DOMINGO SAVIO;5;SIN INFORMACIÓN;Adolescentes;SIN INFORMACIÓN;2022;Ingles
I. E. DOMINGO SAVIO;5;SIN INFORMACIÓN;Adolescentes;SIN INFORMACIÓN;2022;Ingles
I. E. DOMINGO SAVIO;3;SIN INFORMACIÓN;Adolescentes;SIN INFORMACIÓN;2022;Ingles
I. E. DOMINGO SAVIO;5;SIN INFORMACIÓN;Adolescentes;SIN INFORMACIÓN;2022;Ingles
I. E. DOMINGO SAVIO;3;SIN INFORMACIÓN;Adolescentes;SIN INFORMACIÓN;2022;Ingles
I. E. DOMINGO SAVIO;5;SIN INFORMACIÓN;Adolescentes;SIN INFORMACIÓN;2022;Ingles
I. E. DOMINGO SAVIO;4;SIN INFORMACIÓN;Adolescentes;SIN INFORMACIÓN;2022;Ingles
I. E. DOMINGO SAVIO;5;SIN INFORMACIÓN;Adolescentes;SIN INFORMACIÓN;2022;Ingles
I. E. DOMINGO SAVIO;3;SIN INFORMACIÓN;Adolescentes;SIN INFORMACIÓN;2022;Ingles
I. E. DOMINGO SAVIO;3;SIN INFORMACIÓN;Adolescentes;SIN INFORMACIÓN;2022;Ingles
I. E. DOMINGO SAVIO;4;SIN INFORMACIÓN;Adolescentes;SIN INFORMACIÓN;2022;Ingles
I. E. DOMINGO SAVIO;5;SIN INFORMACIÓN;Adolescentes;SIN INFORMACIÓN;2022;Ingles
I. E. DOMINGO SAVIO;4;SIN INFORMACIÓN;Adolescentes;SIN INFORMACIÓN;2022;Ingles
I. E. DOMINGO SAVIO;4;SIN INFORMACIÓN;Adolescentes;SIN INFORMACIÓN;2022;Ingles
I. E. DOMINGO SAVIO;4;SIN INFORMACIÓN;Adolescentes;SIN INFORMACIÓN;2022;Ingles
I. E. DOMINGO SAVIO;5;SIN INFORMACIÓN;Adolescentes;SIN INFORMACIÓN;2022;Ingles
I. E. DOMINGO SAVIO;5;SIN INFORMACIÓN;Adolescentes;SIN INFORMACIÓN;2022;Ingles
I. E. DOMINGO SAVIO;3;SIN INFORMACIÓN;Adolescentes;SIN INFORMACIÓN;2022;Ingles
I. E. DOMINGO SAVIO;5;SIN INFORMACIÓN;Adolescentes;SIN INFORMACIÓN;2022;Ingles
I. E. DOMINGO SAVIO;3;SIN INFORMACIÓN;Adolescentes;SIN INFORMACIÓN;2022;Ingles
I. E. DOMINGO SAVIO;5;SIN INFORMACIÓN;Adolescentes;SIN INFORMACIÓN;2022;Ingles
I. E. DOMINGO SAVIO;5;SIN INFORMACIÓN;Adolescentes;SIN INFORMACIÓN;2022;Ingles
I. E. DOMINGO SAVIO;5;SIN INFORMACIÓN;Adolescentes;SIN INFORMACIÓN;2022;Ingles
I. E. DOMINGO SAVIO;SIN INFORMACIÓN;SIN INFORMACIÓN;Adolescentes;SIN INFORMACIÓN;2022;Ingles
I. E. DOMINGO SAVIO;SIN INFORMACIÓN;SIN INFORMACIÓN;Adolescentes;SIN INFORMACIÓN;2022;Ingles
I. E. DOMINGO SAVIO;4;SIN INFORMACIÓN;Adolescentes;SIN INFORMACIÓN;2022;Ingles
I. E. DOMINGO SAVIO;SIN INFORMACIÓN;SIN INFORMACIÓN;Adolescentes;SIN INFORMACIÓN;2022;Ingles
I. E. DOMINGO SAVIO;6;SIN INFORMACIÓN;Adolescentes;SIN INFORMACIÓN;2022;Ingles
I. E. DOMINGO SAVIO;6;SIN INFORMACIÓN;Adolescentes;SIN INFORMACIÓN;2022;Ingles
I. E. DOMINGO SAVIO;SIN INFORMACIÓN;SIN INFORMACIÓN;Adolescentes;SIN INFORMACIÓN;2022;Ingles
I. E. DOMINGO SAVIO;7;SIN INFORMACIÓN;Adolescentes;SIN INFORMACIÓN;2022;Ingles
I. E. DOMINGO SAVIO;7;SIN INFORMACIÓN;Adolescentes;SIN INFORMACIÓN;2022;Ingles
I. E. DOMINGO SAVIO;6;SIN INFORMACIÓN;Adolescentes;SIN INFORMACIÓN;2022;Ingles
I. E. DOMINGO SAVIO;7;SIN INFORMACIÓN;Adolescentes;SIN INFORMACIÓN;2022;Ingles
